subj,task,trial,laterality,log_relative_power
1,ME,123,ipsi,-0.6945601397933971
1,ME,124,contra,-0.5291191398461166
1,ME,124,ipsi,-1.3176453669959858
1,ME,125,contra,-1.1442340879206743
1,ME,125,ipsi,-0.17813821555457388
1,ME,126,contra,-0.9887999252166026
1,ME,126,ipsi,0.3073096070081327
1,ME,127,contra,-0.40689123896240625
1,ME,127,ipsi,-0.5575418155950644
1,ME,128,contra,-0.6836591998717956
1,ME,128,ipsi,-0.8631515290590792
1,ME,129,contra,-0.793260010862837
1,ME,129,ipsi,-0.5121632562868002
1,ME,130,contra,-1.835230124722554
1,ME,130,ipsi,0.3038872305338888
1,ME,131,contra,0.2742161658911363
1,ME,131,ipsi,0.21770601936509798
1,ME,132,contra,-0.8229209851675555
1,ME,132,ipsi,-0.18833570663447352
1,ME,133,contra,0.270819694011148
1,ME,133,ipsi,0.11276304336110027
1,ME,134,contra,-1.8268876487552963
1,ME,134,ipsi,-0.06958561155970142
1,ME,135,contra,-0.18036460973350155
1,ME,135,ipsi,0.092752519980761
1,ME,136,contra,-1.5867521565516935
1,ME,136,ipsi,-1.0006671486245338
1,ME,137,contra,-0.5021726672407079
1,ME,137,ipsi,-0.49813919890349995
1,ME,138,contra,-1.366607927168853
1,ME,138,ipsi,-0.5168033025851402
1,ME,139,contra,-0.8971681879917663
1,ME,139,ipsi,0.21938551598181116
1,ME,140,contra,-0.18177598064342404
1,ME,140,ipsi,0.057824333503124103
1,ME,141,contra,-1.3245349238071098
1,ME,141,ipsi,-0.031018392092290348
1,ME,142,contra,-0.6680821001137893
1,ME,142,ipsi,-1.4877714605166275
1,ME,143,contra,-1.201082658692517
1,ME,143,ipsi,-0.47940142396094454
1,ME,144,contra,-1.211904013722177
1,ME,144,ipsi,0.14734035897062658
1,ME,145,contra,-1.9560426816218737
1,ME,145,ipsi,0.487594336833264
1,ME,146,contra,-0.012171023231381417
1,ME,146,ipsi,0.5917711489924449
1,ME,147,contra,-1.3867631079001144
1,ME,147,ipsi,-0.9430880360087357
1,ME,148,contra,-0.9350692165625863
1,ME,148,ipsi,0.6189088643799259
1,ME,149,contra,-1.2610304653530486
1,ME,149,ipsi,0.5472476204743144
1,ME,150,contra,0.036377152347094266
1,ME,150,ipsi,-0.027467471035029334
1,ME,151,contra,0.23052462380504046
1,ME,151,ipsi,-0.13038626490572874
1,ME,152,contra,0.081601848080056
1,ME,152,ipsi,0.3092981494310319
1,ME,153,contra,-1.069476292589607
1,ME,153,ipsi,-0.7499858069947514
1,ME,154,contra,-0.11326607432918268
1,ME,154,ipsi,-0.640381288173705
1,ME,155,contra,-0.16701177602621342
1,ME,155,ipsi,0.9509656220062872
1,ME,156,contra,0.03804917614290637
1,ME,156,ipsi,-0.543479112835099
1,ME,157,contra,-0.36000648057011697
1,ME,157,ipsi,-0.7260472428973397
1,ME,158,contra,-0.21845885299699064
1,ME,158,ipsi,-0.6001775611042395
1,ME,159,contra,-1.6193342246317852
1,ME,159,ipsi,0.026777882164759736
1,ME,160,contra,-0.4388391625505068
1,ME,160,ipsi,-1.5687191902614162
1,ME,161,contra,-0.6270354914128002
1,ME,161,ipsi,-0.5607371206310784
1,ME,162,contra,-0.7433965683816872
1,ME,162,ipsi,0.5624102388026965
1,ME,163,contra,-1.6684041630883195
1,ME,163,ipsi,-0.6986320653941105
1,ME,164,contra,-0.8648039892525563
1,ME,164,ipsi,-0.4795713075872349
1,ME,165,contra,-0.5875812032023542
1,ME,165,ipsi,-1.2694170901761088
1,ME,166,contra,0.4112305377750184
1,ME,166,ipsi,-1.3778291975518284
1,ME,167,contra,-1.7745409492480289
1,ME,167,ipsi,0.6351636041103127
1,ME,168,contra,-0.4019655424161185
1,ME,168,ipsi,-0.7409209495536357
1,ME,169,contra,-0.7321408522748565
1,ME,169,ipsi,0.0769661272597868
1,ME,170,contra,-0.9189695439847889
1,ME,170,ipsi,-0.635301396517408
1,ME,171,contra,-0.2828629705306266
1,ME,171,ipsi,-0.7364577479377814
1,ME,172,contra,0.01773033871024987
1,ME,172,ipsi,-0.9497498427887499
1,ME,173,contra,-1.4057506979216154
1,ME,173,ipsi,0.3477239847794287
1,ME,174,contra,-1.0512990212106417
1,ME,174,ipsi,-0.805557313689921
1,ME,175,contra,-0.8116976629607214
1,ME,175,ipsi,0.07983867805773515
1,ME,176,contra,-0.9725247976875787
1,ME,176,ipsi,-0.7293848001673524
1,ME,177,contra,-1.0453131865894114
1,ME,177,ipsi,-1.3031989110280962
1,ME,178,contra,-0.8884648453228814
1,ME,178,ipsi,0.45452945796873157
1,ME,179,contra,-1.35350634435893
1,ME,179,ipsi,-0.1946183437563921
1,ME,180,contra,-1.7743754339952695
1,ME,180,ipsi,-1.4562173467106967
1,ME,181,contra,-1.0104707475807473
1,ME,181,ipsi,1.2196485230360206
1,ME,182,contra,-1.2066932130449075
1,ME,182,ipsi,-0.26155943844259716
1,ME,183,contra,-0.6551155975670607
1,ME,183,ipsi,-0.2347684862442329
1,ME,184,contra,-1.2212819680960962
1,ME,184,ipsi,0.6458085151793828
1,ME,185,contra,-0.48754269746388273
1,ME,185,ipsi,-0.1680155803012149
1,ME,186,contra,-1.5858108856224153
1,ME,186,ipsi,0.1903660267088919
1,ME,187,contra,-1.2684868314644753
1,ME,187,ipsi,-0.33494376466645975
1,ME,188,contra,-0.8815847108711142
1,ME,188,ipsi,-0.4406012878171624
1,ME,189,contra,-1.3642531957312194
1,ME,189,ipsi,-0.8204208166337535
1,ME,190,contra,0.1424195949093796
1,ME,190,ipsi,-0.9475307987645194
1,ME,191,contra,-0.8059111388056629
1,ME,191,ipsi,-0.3188368187994143
1,ME,192,contra,-0.3926231218548602
1,ME,192,ipsi,-0.29108354013626575
1,ME,193,contra,-0.36268839359097194
1,ME,193,ipsi,-0.7205429398722163
1,ME,194,contra,-0.19338062309585902
1,ME,194,ipsi,-1.3202817855892797
1,ME,195,contra,0.8253088425345317
1,ME,195,ipsi,0.5264864970159587
1,ME,196,contra,-1.812282010366827
1,ME,196,ipsi,0.36197979440432676
1,ME,197,contra,-1.5049830257270767
1,ME,197,ipsi,-0.18913248600271879
1,ME,198,contra,-0.5247618861474255
1,ME,198,ipsi,0.13899926300005688
1,ME,199,contra,-0.4145968183902896
1,ME,199,ipsi,-0.2866859123172024
1,ME,200,contra,-1.4233891861828085
1,ME,200,ipsi,-0.4670604606961974
1,ME,201,contra,-0.9658328424881499
1,ME,201,ipsi,0.3644903583447278
1,ME,202,contra,0.29551969236419207
1,ME,202,ipsi,0.5833184795379815
1,ME,203,contra,-0.5362851267867513
1,ME,203,ipsi,0.8246154978926117
1,ME,204,contra,-0.3053896571163126
1,ME,204,ipsi,-0.6725799924583382
1,ME,205,contra,-0.13140039339440457
1,ME,205,ipsi,-0.8198044052638748
1,ME,206,contra,-0.23821066955323744
1,ME,206,ipsi,-0.6120478646590692
1,ME,207,contra,-0.7990823041234973
1,ME,207,ipsi,-0.058415127349791374
1,ME,208,contra,0.5703434971503639
1,ME,208,ipsi,-0.05535774106269972
1,ME,209,contra,-1.4198444328651425
1,ME,209,ipsi,-0.802295685177995
1,ME,210,contra,-1.5986953473779542
1,ME,210,ipsi,-1.005640941871646
1,ME,211,contra,-0.98876053409013
1,ME,211,ipsi,-0.5806968231223889
1,ME,212,contra,-1.8932452996888312
1,ME,212,ipsi,-0.640108694961407
1,ME,213,contra,-1.8176432975016932
1,ME,213,ipsi,-0.6153317543588712
1,ME,214,contra,-1.8502515719841521
1,ME,214,ipsi,-1.0013156585515661
1,ME,215,contra,-0.22838954958676783
1,ME,215,ipsi,-0.027762112977648468
1,ME,216,contra,-1.5224708628137458
1,ME,216,ipsi,-0.7434286164371497
1,ME,217,contra,-1.1813266341706294
1,ME,217,ipsi,-0.9675245573494401
1,ME,218,contra,-1.7923879744042819
1,ME,218,ipsi,0.9203753312221534
1,ME,219,contra,-0.9889805835872374
1,ME,219,ipsi,-0.8555502065990541
1,ME,220,contra,-1.3607339309739195
1,ME,220,ipsi,-0.3012648765000443
1,ME,221,contra,-0.6746139922147271
1,ME,221,ipsi,-1.0704477066448665
1,ME,222,contra,-1.741862539240197
1,ME,222,ipsi,-0.5075801121984336
1,ME,223,contra,-1.0944820676775013
1,ME,223,ipsi,0.09171584597711946
1,ME,224,contra,-0.51578580779994
1,ME,224,ipsi,0.11642710681195073
1,ME,225,contra,-0.3275435443285467
1,ME,225,ipsi,-0.011319531044241687
1,ME,226,contra,-1.5223188350754262
1,ME,226,ipsi,-0.27710550738189466
1,ME,227,contra,-0.7096737016571663
1,ME,227,ipsi,0.05657336765437343
1,ME,228,contra,-0.9655741043643326
1,ME,228,ipsi,-0.5567379599061755
1,ME,229,contra,-0.527555437676204
1,ME,229,ipsi,-0.09576515577012837
1,ME,230,contra,-0.30550977851437977
1,ME,230,ipsi,-0.6121262116920132
1,ME,231,contra,-1.7146589861385042
1,ME,231,ipsi,-0.7909686938240004
1,ME,232,contra,0.12510966376315524
1,ME,232,ipsi,0.10665535775941232
1,ME,233,contra,-2.1769361502320326
1,ME,233,ipsi,0.4676043824168643
1,ME,234,contra,-1.8168294980410715
1,ME,234,ipsi,-0.3124107463524066
1,ME,235,contra,-1.4928014565892753
1,ME,235,ipsi,-0.46180692116007993
1,ME,236,contra,-0.55676621921055
1,ME,236,ipsi,-0.41886288087538515
1,ME,237,contra,-2.1060011696073753
1,ME,237,ipsi,-0.6121088090622515
1,ME,238,contra,-1.2755910755249176
1,ME,238,ipsi,-0.5727251271471294
1,ME,239,contra,-0.5045011290762548
1,ME,239,ipsi,-1.0564890169029746
1,ME,240,contra,-0.9463744949613675
1,ME,240,ipsi,-0.10053748579938504
1,MI,1,contra,0.4629250788527196
1,MI,1,ipsi,-0.1267678943830914
1,MI,2,contra,-0.08111676002963272
1,MI,2,ipsi,-0.5555041801521906
1,MI,3,contra,0.3624848075708821
1,MI,3,ipsi,0.26292582391323166
1,MI,4,contra,-0.6286688067187018
1,MI,4,ipsi,0.49390037679996157
1,MI,5,contra,0.037449771016840466
1,MI,5,ipsi,0.11178040266289664
1,MI,6,contra,-0.9496156417110089
1,MI,6,ipsi,-0.08415758350461877
1,MI,7,contra,0.6599839606824771
1,MI,7,ipsi,-0.32299503551133535
1,MI,8,contra,0.21586954972710365
1,MI,8,ipsi,0.2931011979988956
1,MI,9,contra,-0.24414611627132066
1,MI,9,ipsi,-0.1494301402740372
1,MI,10,contra,0.12631883560637772
1,MI,10,ipsi,-0.22054981136491186
1,MI,11,contra,0.6826185637174296
1,MI,11,ipsi,-0.3539759251912034
1,MI,12,contra,0.07481318797125272
1,MI,12,ipsi,0.7038271868713449
1,MI,13,contra,-0.12965947886757678
1,MI,13,ipsi,-0.7645708096565901
1,MI,14,contra,-0.35871600967213824
1,MI,14,ipsi,-0.2428799176887634
1,MI,15,contra,-0.29541152469726023
1,MI,15,ipsi,0.35301592036895085
1,MI,16,contra,-0.08262659209202416
1,MI,16,ipsi,0.15586792876117772
1,MI,17,contra,0.07402437386892602
1,MI,17,ipsi,-0.3474480449425897
1,MI,18,contra,0.014461945662280734
1,MI,18,ipsi,-1.0439219302163236
1,MI,19,contra,-0.4328215549525105
1,MI,19,ipsi,0.2854014680038855
1,MI,20,contra,-0.06680230148861502
1,MI,20,ipsi,0.2218843978152011
1,MI,21,contra,-0.08414308010737223
1,MI,21,ipsi,-0.1486495312851137
1,MI,22,contra,-0.3315088233556057
1,MI,22,ipsi,0.2701849796675801
1,MI,23,contra,0.09457553735172664
1,MI,23,ipsi,-0.45778001965631226
1,MI,24,contra,0.0608406687878317
1,MI,24,ipsi,-0.12874168001391462
1,MI,25,contra,-0.28871225964154107
1,MI,25,ipsi,-0.03756032152805098
1,MI,26,contra,-0.024106271560108083
1,MI,26,ipsi,-0.0995198862336587
1,MI,27,contra,-0.44937345242945426
1,MI,27,ipsi,0.470220118231324
1,MI,28,contra,0.0832812012211373
1,MI,28,ipsi,0.08393535681475839
1,MI,29,contra,-0.5774529295068019
1,MI,29,ipsi,-0.2542398865844977
1,MI,30,contra,-0.24201112445617995
1,MI,30,ipsi,-0.00209526960674547
1,MI,31,contra,-0.7828907253051623
1,MI,31,ipsi,-0.019393515948064113
1,MI,32,contra,-0.5539861038380558
1,MI,32,ipsi,-0.02180294007138213
1,MI,33,contra,-0.06727691723868931
1,MI,33,ipsi,0.3785653781819722
1,MI,34,contra,-0.20973067973622603
1,MI,34,ipsi,0.4874733385666028
1,MI,35,contra,-0.08970457271699432
1,MI,35,ipsi,-0.2924748445695193
1,MI,36,contra,-0.5382965112642831
1,MI,36,ipsi,-0.11949713332991313
1,MI,37,contra,0.10990199874814266
1,MI,37,ipsi,0.12573628823321656
1,MI,38,contra,-0.3684951872487547
1,MI,38,ipsi,0.2330121555635524
1,MI,39,contra,0.08014953353776935
1,MI,39,ipsi,-0.1622082869152749
1,MI,40,contra,-0.05093391398428063
1,MI,40,ipsi,-0.11741827355249698
1,MI,41,contra,0.3059579244098315
1,MI,41,ipsi,-0.07138974937802617
1,MI,42,contra,0.06001571546712228
1,MI,42,ipsi,0.11725724181586934
1,MI,43,contra,-0.3063620615955964
1,MI,43,ipsi,0.006451809913062004
1,MI,44,contra,-0.6323657442561497
1,MI,44,ipsi,0.18313307858552058
1,MI,45,contra,-0.239868516319609
1,MI,45,ipsi,-0.20532316480310253
1,MI,46,contra,-0.6787410508278392
1,MI,46,ipsi,-0.003856102636095718
1,MI,47,contra,-0.633200486214482
1,MI,47,ipsi,-0.042151432935678794
1,MI,48,contra,0.1576911806765489
1,MI,48,ipsi,-0.22794993202676178
1,MI,49,contra,0.019617358139671776
1,MI,49,ipsi,-0.09041530865283982
1,MI,50,contra,0.24663244344999838
1,MI,50,ipsi,-0.4003623319243543
1,MI,51,contra,-0.2729186474586972
1,MI,51,ipsi,0.01956843239463435
1,MI,52,contra,-0.616135487062598
1,MI,52,ipsi,0.05427086226184773
1,MI,53,contra,-0.7454700611007181
1,MI,53,ipsi,-0.1742967487952501
1,MI,54,contra,-0.5741260704076814
1,MI,54,ipsi,0.021313099671026653
1,MI,55,contra,0.07092583546816261
1,MI,55,ipsi,0.47428143387101596
1,MI,56,contra,-0.11929913032272141
1,MI,56,ipsi,-0.8829038281909318
1,MI,57,contra,0.20763916792724946
1,MI,57,ipsi,-0.35969111463340503
1,MI,58,contra,0.004439934192442679
1,MI,58,ipsi,-0.007954383659542118
1,MI,59,contra,-0.08237863480742558
1,MI,59,ipsi,0.18374179644223884
1,MI,60,contra,-0.5544867911111607
1,MI,60,ipsi,0.19451921465242303
1,MI,61,contra,0.5526998681293478
1,MI,61,ipsi,0.06288469240449499
1,MI,62,contra,0.10761609861750068
1,MI,62,ipsi,0.26490963159190245
1,MI,63,contra,0.11979395198800596
1,MI,63,ipsi,0.39874612895654005
1,MI,64,contra,0.06096147898348392
1,MI,64,ipsi,-0.3913957823462542
1,MI,65,contra,-0.16350145851587244
1,MI,65,ipsi,-0.2205173693724206
1,MI,66,contra,-0.0677123181455333
1,MI,66,ipsi,-0.062026856493197516
1,MI,67,contra,-0.31093390213672867
1,MI,67,ipsi,-0.10112696023646478
1,MI,68,contra,-0.34521597712156604
1,MI,68,ipsi,-0.20308439221891747
1,MI,69,contra,-0.6664555869050527
1,MI,69,ipsi,-0.2820497736601827
1,MI,70,contra,0.26817768620931626
1,MI,70,ipsi,-0.07745377802722887
1,MI,71,contra,-0.08295938273903844
1,MI,71,ipsi,-0.03692353680043133
1,MI,72,contra,-0.5418247845511363
1,MI,72,ipsi,0.5448387177514163
1,MI,73,contra,-0.1840025984292585
1,MI,73,ipsi,0.1759320062447508
1,MI,74,contra,-0.369408695963238
1,MI,74,ipsi,0.14303220241617043
1,MI,75,contra,-0.5366660848442821
1,MI,75,ipsi,-0.17499151808522811
1,MI,76,contra,-0.40313682976337556
1,MI,76,ipsi,-0.07834961589769433
1,MI,77,contra,-0.7755081944896597
1,MI,77,ipsi,-0.16601792161135634
1,MI,78,contra,0.10706491832085369
1,MI,78,ipsi,-0.19780132648929374
1,MI,79,contra,0.309315757357119
1,MI,79,ipsi,0.5182798622942565
1,MI,80,contra,-0.1901764834953374
1,MI,80,ipsi,-0.04639890474501021
1,MI,81,contra,-0.16876680505870723
1,MI,81,ipsi,0.028608157829888278
1,MI,82,contra,-0.8524836470900299
1,MI,82,ipsi,-0.5401419168936893
1,MI,83,contra,0.10560092719741165
1,MI,83,ipsi,0.31083192792913505
1,MI,84,contra,-0.17401574963156363
1,MI,84,ipsi,0.8109652842876924
1,MI,85,contra,-0.2941925786490881
1,MI,85,ipsi,0.4853886174943778
1,MI,86,contra,-0.03367813042918191
1,MI,86,ipsi,-0.4529641596483403
1,MI,87,contra,0.08053416917069339
1,MI,87,ipsi,0.1624604834044483
1,MI,88,contra,-0.7803018032664972
1,MI,88,ipsi,0.07972284344856367
1,MI,89,contra,-0.8627186661133408
1,MI,89,ipsi,0.026229110976762615
1,MI,90,contra,0.15324099206713954
1,MI,90,ipsi,-0.05115935334129601
1,MI,91,contra,-0.36172247633374166
1,MI,91,ipsi,0.2748845090007283
1,MI,92,contra,0.001711701859106185
1,MI,92,ipsi,0.7456937512795689
1,MI,93,contra,-0.3882298730425176
1,MI,93,ipsi,0.1153886728932107
1,MI,94,contra,-0.31338439643863214
1,MI,94,ipsi,0.07133240357009715
1,MI,95,contra,-0.3277346442691787
1,MI,95,ipsi,0.01939651632304018
1,MI,96,contra,-0.2972598842576659
1,MI,96,ipsi,-0.12375823673307332
1,MI,97,contra,-0.12662120041859504
1,MI,97,ipsi,-0.2724251225169771
